club_seed_id,country,state_province_code,state_province_name,club_name,club_type,size_tier,generation_method
803,US,FL,Florida,True North Racquet & Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
804,US,FL,Florida,Boca Club,Social Club,Medium,ai_seed_template_v1
805,US,FL,Florida,Sunshine State Court Association,Community Recreation Club,Medium,ai_seed_template_v1
806,US,FL,Florida,Classic Serve Club,Social Club,Small,ai_seed_template_v1
807,US,FL,Florida,Active Life Drop Shot League,Retirement Community Club,Medium,ai_seed_template_v1
808,US,FL,Florida,Keys Paddle Society,Social Club,Tiny,ai_seed_template_v1
809,US,FL,Florida,Sarasota Community,Indoor Facility Club,Small,ai_seed_template_v1
810,US,FL,Florida,Match Point Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
811,US,FL,Florida,Naples Dink Society,Retirement Community Club,Tiny,ai_seed_template_v1
812,US,FL,Florida,Gulf Coast Paddle Academy,Retirement Community Club,Tiny,ai_seed_template_v1
813,US,FL,Florida,Valley Dink Rec Club,Private Athletic Club,Tiny,ai_seed_template_v1
814,US,FL,Florida,Pacesetter Net Association,Public Park Club,Small,ai_seed_template_v1
815,US,FL,Florida,Downtown Pickleball Club,Public Park Club,Large,ai_seed_template_v1
816,US,FL,Florida,Pacesetter Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
817,US,FL,Florida,Civic Smash Paddle Club,Public Park Club,Tiny,ai_seed_template_v1
818,US,FL,Florida,Classic Pickleball Club,Private Athletic Club,Medium,ai_seed_template_v1
819,US,FL,Florida,Westside Dink Crew,Private Athletic Club,Large,ai_seed_template_v1
820,US,FL,Florida,Pacesetter Crew,Competitive Training Club,Tiny,ai_seed_template_v1
821,US,FL,Florida,Courtyard Smash Rec Club,Tournament Club,Medium,ai_seed_template_v1
822,US,FL,Florida,Naples Paddle Collective,Social Club,Small,ai_seed_template_v1
823,US,FL,Florida,Civic Court Center,Tournament Club,Small,ai_seed_template_v1
824,US,FL,Florida,Next Point Pickleball Collective,Private Athletic Club,Small,ai_seed_template_v1
825,US,FL,Florida,Sunshine State Athletic Club,Retirement Community Club,Small,ai_seed_template_v1
826,US,FL,Florida,Prime Time Pickleball Racquet & Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
827,US,FL,Florida,Orlando Rally Pickleball Club,Public Park Club,Tiny,ai_seed_template_v1
828,US,FL,Florida,Classic Collective,League Organization,Small,ai_seed_template_v1
829,US,FL,Florida,Sunshine State Pickleball Community,Retirement Community Club,Tiny,ai_seed_template_v1
830,US,FL,Florida,Orlando Athletic Club,Competitive Training Club,Medium,ai_seed_template_v1
831,US,FL,Florida,Keys Rally Crew,Retirement Community Club,Small,ai_seed_template_v1
832,US,FL,Florida,Keys Rally League,Private Athletic Club,Tiny,ai_seed_template_v1
833,US,FL,Florida,Atlantic Coast Paddle Collective,Tournament Club,Tiny,ai_seed_template_v1
834,US,FL,Florida,All-Court Association,Retirement Community Club,Tiny,ai_seed_template_v1
835,US,FL,Florida,Gulf Coast Dink League,Retirement Community Club,Small,ai_seed_template_v1
836,US,FL,Florida,Orlando Drop Shot League,Community Recreation Club,Medium,ai_seed_template_v1
837,US,FL,Florida,Central Rally Society,Social Club,Medium,ai_seed_template_v1
838,US,FL,Florida,Sunshine State Net Academy,Retirement Community Club,Small,ai_seed_template_v1
839,US,FL,Florida,Next Point Pickleball Club,League Organization,Small,ai_seed_template_v1
840,US,FL,Florida,Northside Pickleball Association,Community Recreation Club,Tiny,ai_seed_template_v1
841,US,FL,Florida,Atlantic Coast Dink Association,Retirement Community Club,Small,ai_seed_template_v1
842,US,FL,Florida,Gulf Coast Paddle Association,Social Club,Small,ai_seed_template_v1
843,US,FL,Florida,Keys Side Out Racquet & Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
844,US,FL,Florida,Civic Court Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
845,US,FL,Florida,Atlantic Coast Court Rec Club,Public Park Club,Tiny,ai_seed_template_v1
846,US,FL,Florida,Downtown Third Shot Rec Club,Private Athletic Club,Tiny,ai_seed_template_v1
847,US,FL,Florida,Prime Time Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
848,US,FL,Florida,Four Corners Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
849,US,FL,Florida,Palm Coast Paddle Club,Indoor Facility Club,Tiny,ai_seed_template_v1
850,US,FL,Florida,Heritage Smash Community,Private Athletic Club,Tiny,ai_seed_template_v1
851,US,FL,Florida,Atlantic Coast Kitchen Crew,Tournament Club,Small,ai_seed_template_v1
852,US,FL,Florida,Sunshine State Paddle Club,Community Recreation Club,Small,ai_seed_template_v1
853,US,FL,Florida,Southside Court Academy,Tournament Club,Tiny,ai_seed_template_v1
854,US,FL,Florida,Orlando Paddle Center,Retirement Community Club,Medium,ai_seed_template_v1
855,US,FL,Florida,Palm Coast Pickleball Society,Social Club,Tiny,ai_seed_template_v1
856,US,FL,Florida,True North Smash Pickleball Club,Tournament Club,Medium,ai_seed_template_v1
857,US,FL,Florida,Boca Rally Racquet & Paddle Club,Public Park Club,Small,ai_seed_template_v1
858,US,FL,Florida,Eastside Net Club,Tournament Club,Small,ai_seed_template_v1
859,US,FL,Florida,Tampa Bay Court Society,Competitive Training Club,Tiny,ai_seed_template_v1
860,US,FL,Florida,Sunset Paddle Association,Retirement Community Club,Small,ai_seed_template_v1
861,US,FL,Florida,Sarasota Pickleball Athletic Club,Retirement Community Club,Small,ai_seed_template_v1
862,US,FL,Florida,Naples Pickleball Academy,Community Recreation Club,Tiny,ai_seed_template_v1
863,US,FL,Florida,Orlando Society,Public Park Club,Small,ai_seed_template_v1
864,US,FL,Florida,Sunshine State Third Shot Community,Social Club,Small,ai_seed_template_v1
865,US,FL,Florida,Tampa Bay Rally Paddle Club,Competitive Training Club,Small,ai_seed_template_v1
866,US,FL,Florida,Boca Rec Club,League Organization,Medium,ai_seed_template_v1
867,US,FL,Florida,Naples Society,Retirement Community Club,Small,ai_seed_template_v1
868,US,FL,Florida,Cornerstone Pickleball Club,Tournament Club,Tiny,ai_seed_template_v1
869,US,FL,Florida,Boca Dink Rec Club,Retirement Community Club,Small,ai_seed_template_v1
870,US,FL,Florida,Tampa Bay Pickleball Academy,Social Club,Medium,ai_seed_template_v1
871,US,FL,Florida,Sunshine State Racquet & Paddle Club,Community Recreation Club,Small,ai_seed_template_v1
872,US,FL,Florida,Orlando Paddle Community,Public Park Club,Small,ai_seed_template_v1
873,US,FL,Florida,Orlando Paddle Collective,Retirement Community Club,Medium,ai_seed_template_v1
874,US,FL,Florida,Keys Rally Paddle Club,Indoor Facility Club,Small,ai_seed_template_v1
875,US,FL,Florida,Tampa Bay Paddle Center,Private Athletic Club,Medium,ai_seed_template_v1
876,US,FL,Florida,Boca Rally Collective,Retirement Community Club,Small,ai_seed_template_v1
877,US,FL,Florida,Premier Pickleball Club,Competitive Training Club,Small,ai_seed_template_v1
878,US,FL,Florida,Atlantic Coast Court Club,Private Athletic Club,Tiny,ai_seed_template_v1
879,US,FL,Florida,Keys Rally Center,Tournament Club,Small,ai_seed_template_v1
880,US,FL,Florida,Match Point Pickleball League,Retirement Community Club,Tiny,ai_seed_template_v1
881,US,FL,Florida,Classic Rec Club,Retirement Community Club,Medium,ai_seed_template_v1
882,US,FL,Florida,True North Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
883,US,FL,Florida,Gulf Coast Dink Center,Community Recreation Club,Tiny,ai_seed_template_v1
884,US,FL,Florida,Valley Pickleball Paddle Club,Tournament Club,Small,ai_seed_template_v1
885,US,FL,Florida,Tampa Bay Rally Athletic Club,Tournament Club,Small,ai_seed_template_v1
886,US,FL,Florida,Tampa Bay Paddle Club,Competitive Training Club,Tiny,ai_seed_template_v1
887,US,FL,Florida,Valley Rally Community,Retirement Community Club,Tiny,ai_seed_template_v1
888,US,FL,Florida,Keys Dink Community,Community Recreation Club,Mega,ai_seed_template_v1
889,US,FL,Florida,Lakeside Rally Academy,Competitive Training Club,Tiny,ai_seed_template_v1
890,US,FL,Florida,Naples Paddle Club,Public Park Club,Small,ai_seed_template_v1
891,US,FL,Florida,Civic Society,Community Recreation Club,Medium,ai_seed_template_v1
892,US,FL,Florida,Naples Athletic Club,Social Club,Tiny,ai_seed_template_v1
893,US,FL,Florida,Orlando Pickleball Rec Club,Community Recreation Club,Medium,ai_seed_template_v1
894,US,FL,Florida,Atlantic Coast Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
895,US,FL,Florida,Courtyard Drop Shot Academy,Retirement Community Club,Small,ai_seed_template_v1
896,US,FL,Florida,Ace Point Collective,Tournament Club,Large,ai_seed_template_v1
897,US,FL,Florida,Keys Paddle Pickleball Club,Public Park Club,Medium,ai_seed_template_v1
898,US,FL,Florida,Pacesetter Racquet & Paddle Club,Community Recreation Club,Small,ai_seed_template_v1
899,US,FL,Florida,Palm Coast Court Community,Social Club,Tiny,ai_seed_template_v1
900,US,FL,Florida,Metro Collective,Retirement Community Club,Tiny,ai_seed_template_v1
901,US,FL,Florida,Parkside Community,Retirement Community Club,Tiny,ai_seed_template_v1
902,US,FL,Florida,Community Pickleball Club,Social Club,Small,ai_seed_template_v1
903,US,FL,Florida,Gulf Coast Society,Retirement Community Club,Tiny,ai_seed_template_v1
904,US,FL,Florida,Boca Court League,Public Park Club,Tiny,ai_seed_template_v1
905,US,FL,Florida,Palm Coast Side Out Paddle Club,Social Club,Medium,ai_seed_template_v1
906,US,FL,Florida,Sarasota Paddle Pickleball Club,Tournament Club,Tiny,ai_seed_template_v1
907,US,FL,Florida,Tampa Bay Paddle Crew,Retirement Community Club,Tiny,ai_seed_template_v1
908,US,FL,Florida,Heritage Academy,Tournament Club,Tiny,ai_seed_template_v1
909,US,FL,Florida,Baseline Paddle Academy,Retirement Community Club,Small,ai_seed_template_v1
910,US,FL,Florida,Community Crew,Tournament Club,Medium,ai_seed_template_v1
911,US,FL,Florida,Civic Pickleball Club,Social Club,Small,ai_seed_template_v1
912,US,FL,Florida,Parkside Pickleball Rec Club,Retirement Community Club,Small,ai_seed_template_v1
913,US,FL,Florida,All-Court League,Retirement Community Club,Medium,ai_seed_template_v1
914,US,FL,Florida,Next Point Rally Collective,Retirement Community Club,Tiny,ai_seed_template_v1
915,US,FL,Florida,Four Corners Club,Retirement Community Club,Small,ai_seed_template_v1
916,US,FL,Florida,Southside Paddle Collective,Retirement Community Club,Tiny,ai_seed_template_v1
917,US,FL,Florida,Keys Rec Club,Private Athletic Club,Tiny,ai_seed_template_v1
918,US,FL,Florida,Sarasota Pickleball Paddle Club,Public Park Club,Medium,ai_seed_template_v1
919,US,FL,Florida,Sunset Center,Social Club,Tiny,ai_seed_template_v1
920,US,FL,Florida,Sarasota Paddle Rec Club,Social Club,Medium,ai_seed_template_v1
921,US,FL,Florida,Gulf Coast Paddle Collective,Retirement Community Club,Medium,ai_seed_template_v1
922,US,FL,Florida,Open Play Kitchen Academy,Community Recreation Club,Tiny,ai_seed_template_v1
923,US,FL,Florida,Boca Rally Athletic Club,Competitive Training Club,Tiny,ai_seed_template_v1
924,US,FL,Florida,Sarasota Court Community,Tournament Club,Medium,ai_seed_template_v1
925,US,FL,Florida,Sunshine State Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
926,US,FL,Florida,Community Rally Rec Club,Tournament Club,Tiny,ai_seed_template_v1
927,US,FL,Florida,Uptown Net Racquet & Paddle Club,Social Club,Large,ai_seed_template_v1
928,US,FL,Florida,Riverside Paddle Rec Club,Retirement Community Club,Medium,ai_seed_template_v1
929,US,FL,Florida,Atlantic Coast Rally Athletic Club,Retirement Community Club,Small,ai_seed_template_v1
930,US,FL,Florida,All-Court Pickleball Club,Private Athletic Club,Small,ai_seed_template_v1
931,US,FL,Florida,Sarasota Dink Collective,Indoor Facility Club,Tiny,ai_seed_template_v1
932,US,FL,Florida,All-Court Baseline Club,League Organization,Medium,ai_seed_template_v1
933,US,FL,Florida,Boca Collective,Tournament Club,Tiny,ai_seed_template_v1
934,US,FL,Florida,Highland Court Association,Retirement Community Club,Small,ai_seed_template_v1
935,US,FL,Florida,Tampa Bay Rally Center,Retirement Community Club,Medium,ai_seed_template_v1
936,US,FL,Florida,Sunshine State Paddle Academy,Community Recreation Club,Tiny,ai_seed_template_v1
937,US,FL,Florida,Courtyard Net Racquet & Paddle Club,Competitive Training Club,Small,ai_seed_template_v1
938,US,FL,Florida,Palm Coast Paddle Crew,Tournament Club,Tiny,ai_seed_template_v1
939,US,FL,Florida,Atlantic Coast Dink Rec Club,Private Athletic Club,Small,ai_seed_template_v1
940,US,FL,Florida,Boca Association,Tournament Club,Medium,ai_seed_template_v1
941,US,FL,Florida,Heritage Rally Academy,Community Recreation Club,Medium,ai_seed_template_v1
942,US,FL,Florida,Naples Kitchen Collective,Retirement Community Club,Small,ai_seed_template_v1
943,US,FL,Florida,Sarasota Dink Society,Tournament Club,Medium,ai_seed_template_v1
944,US,FL,Florida,Atlantic Coast Center,Tournament Club,Small,ai_seed_template_v1
945,US,FL,Florida,Orlando Side Out Association,Retirement Community Club,Small,ai_seed_template_v1
946,US,FL,Florida,Gulf Coast Paddle Community,Retirement Community Club,Medium,ai_seed_template_v1
947,US,FL,Florida,Atlantic Coast Club,Indoor Facility Club,Small,ai_seed_template_v1
948,US,FL,Florida,Lakeside Pickleball Club,Public Park Club,Small,ai_seed_template_v1
949,US,FL,Florida,Four Corners Baseline Racquet & Paddle Club,Tournament Club,Tiny,ai_seed_template_v1
950,US,FL,Florida,Palm Coast Dink Collective,Retirement Community Club,Small,ai_seed_template_v1
951,US,FL,Florida,Boca Dink Crew,Tournament Club,Medium,ai_seed_template_v1
952,US,FL,Florida,Sarasota Dink League,Competitive Training Club,Mega,ai_seed_template_v1
953,US,FL,Florida,Active Life Pickleball Club,League Organization,Small,ai_seed_template_v1
954,US,FL,Florida,Westside Paddle Association,Community Recreation Club,Small,ai_seed_template_v1
955,US,FL,Florida,Palm Coast Pickleball Paddle Club,Public Park Club,Tiny,ai_seed_template_v1
956,US,FL,Florida,Classic Drop Shot League,League Organization,Small,ai_seed_template_v1
957,US,FL,Florida,Palm Coast Rally Paddle Club,Private Athletic Club,Medium,ai_seed_template_v1
958,US,FL,Florida,Boca Lob Racquet & Paddle Club,Retirement Community Club,Tiny,ai_seed_template_v1
959,US,FL,Florida,Sunset Smash Association,Tournament Club,Tiny,ai_seed_template_v1
960,US,FL,Florida,Open Play Rally Association,Tournament Club,Tiny,ai_seed_template_v1
961,US,FL,Florida,Atlantic Coast Pickleball Association,Retirement Community Club,Tiny,ai_seed_template_v1
962,US,FL,Florida,Palm Coast Racquet & Paddle Club,League Organization,Small,ai_seed_template_v1
963,US,FL,Florida,Boca Baseline Association,Tournament Club,Medium,ai_seed_template_v1
964,US,FL,Florida,Four Corners Academy,Indoor Facility Club,Small,ai_seed_template_v1
965,US,FL,Florida,Sunshine State Pickleball Association,Tournament Club,Medium,ai_seed_template_v1
966,US,FL,Florida,Baseline Pickleball Society,Retirement Community Club,Medium,ai_seed_template_v1
967,US,FL,Florida,Sarasota Rally Rec Club,Public Park Club,Small,ai_seed_template_v1
968,US,FL,Florida,Premier Side Out Crew,Competitive Training Club,Tiny,ai_seed_template_v1
969,US,FL,Florida,Keys Lob Racquet & Paddle Club,Community Recreation Club,Medium,ai_seed_template_v1
970,US,FL,Florida,Keys Dink Academy,Private Athletic Club,Tiny,ai_seed_template_v1
971,US,FL,Florida,Uptown Community,Community Recreation Club,Tiny,ai_seed_template_v1
972,US,FL,Florida,Palm Coast Serve Society,Tournament Club,Tiny,ai_seed_template_v1
973,US,FL,Florida,Tampa Bay Dink Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
974,US,FL,Florida,Tampa Bay Pickleball Center,Retirement Community Club,Medium,ai_seed_template_v1
975,US,FL,Florida,Eastside Dink Community,Community Recreation Club,Small,ai_seed_template_v1
976,US,FL,Florida,Tampa Bay Paddle Community,League Organization,Small,ai_seed_template_v1
977,US,FL,Florida,Gulf Coast Racquet & Paddle Club,Public Park Club,Small,ai_seed_template_v1
978,US,FL,Florida,Westside Court Paddle Club,Competitive Training Club,Tiny,ai_seed_template_v1
979,US,FL,Florida,Atlantic Coast Court Society,Retirement Community Club,Tiny,ai_seed_template_v1
980,US,FL,Florida,Keys Dink League,Social Club,Medium,ai_seed_template_v1
981,US,FL,Florida,Orlando Court Collective,Retirement Community Club,Tiny,ai_seed_template_v1
982,US,FL,Florida,Pioneer Paddle Center,Community Recreation Club,Tiny,ai_seed_template_v1
